Occupation Code,11,21,22,23,31-33,42,44-45,48-49,51,52,53,54,55,56,61,62,71,72,81,90
43-6012,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.3,1.9,0.1,82.8,0.7,1.2,0.3,0.4,0.0,0.0,0.4,10.8
43-9011,0.0,0.3,0.9,0.3,3.2,3.4,3.9,4.7,8.3,10.5,0.4,21.9,5.3,8.6,7.8,4.7,0.2,0.2,1.1,11.8
43-9021,0.0,0.2,0.1,0.9,3.1,6.4,4.3,3.3,7.5,9.6,1.2,14.8,2.2,18.6,5.4,8.4,0.3,0.1,3.1,7.4
43-9051,0.0,0.1,0.2,0.1,5.3,0.8,0.9,2.0,10.5,11.8,0.4,17.8,3.1,25.8,6.1,2.9,0.4,0.2,2.2,9.5
43-9199,0.0,0.2,0.2,0.7,1.8,1.9,2.8,1.3,2.2,5.3,1.1,4.3,3.7,7.1,24.1,8.8,0.5,0.6,3.1,22.8
45-2099,0.0,0.8,2.1,0.5,2.4,13.5,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,2.1,0.0,1.4,0.0,0.0,9.1
47-1011,0.0,4.8,0.6,70.7,1.8,0.4,0.3,0.8,0.3,0.0,0.6,1.2,0.4,2.3,0.6,0.3,0.1,0.0,0.3,6.8
47-2031,0.0,0.1,0.0,62.0,3.1,0.5,0.9,0.2,0.2,0.0,0.5,0.3,0.1,2.1,0.9,0.4,0.0,0.0,0.1,1.0
47-2051,0.0,0.1,0.0,92.4,1.8,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,2.6,0.1,0.0,0.0,0.0,0.0,0.8
47-2071,0.0,0.5,0.0,75.2,3.4,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,17.9
47-2111,0.0,1.0,1.1,71.6,7.2,0.5,0.1,1.0,0.4,0.0,0.2,0.9,0.2,3.0,1.5,0.6,0.4,0.1,0.3,3.4
47-2132,0.0,0.4,0.0,90.5,2.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.5,2.3
47-2141,0.0,0.2,0.0,51.0,1.2,0.2,0.1,0.1,0.1,0.0,1.5,0.2,0.0,1.7,1.5,1.0,0.3,0.5,0.4,2.4
47-2151,0.0,1.9,1.5,68.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,18.6
47-2152,0.0,0.4,1.3,74.5,3.3,0.4,0.2,0.3,0.0,0.0,0.1,0.6,0.1,2.5,1.6,0.5,0.0,0.0,0.6,3.4
47-2171,0.0,0.3,0.0,88.1,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47-2221,0.0,0.3,0.0,85.2,6.7,1.1,0.0,0.0,0.0,0.0,0.3,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.7
47-3012,0.0,0.3,0.0,87.9,2.4,0.4,1.0,0.0,0.0,0.0,0.2,0.3,0.2,3.6,0.4,0.3,0.4,0.0,0.9,0.4
47-3013,0.0,0.3,0.2,91.5,0.8,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.3,1.9
47-3015,0.0,1.1,0.3,90.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,1.1
47-3019,0.0,0.7,0.3,75.6,4.8,0.2,2.0,0.0,0.0,0.0,0.0,1.9,0.0,5.8,1.3,0.3,0.0,0.0,1.0,4.2
47-4011,0.0,0.8,1.5,7.0,0.3,0.0,0.0,0.3,0.0,0.4,1.6,32.1,0.2,1.6,0.6,0.4,0.0,0.0,0.2,44.4
